text,risk_level,age
He said he’ll make sure I regret everything. I felt fearful. The kids are starting to ask questions.,immediate_danger,45
He punched the wall again. It’s not the first time. I felt anxious. The kids seemed happy today.,at_risk,36
I locked myself in the bathroom after he yelled. I felt fearful.,immediate_danger,65
We talked about our plans and no arguments came up. I felt calm.,safe,26
He raised his voice again but didn’t hit me. I felt tense.,at_risk,58
He said he’ll make sure I regret everything. I felt fearful. We played board games together after school.,immediate_danger,31
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,47
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,57
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,22
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,31
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,34
He keeps checking where I go. I feel watched. I felt worried. My daughter stayed in her room most of the day.,at_risk,55
He threw my phone against the wall today. I felt terrified.,immediate_danger,62
I slept through the night without waking up in panic. I felt relieved.,safe,43
Today was peaceful. I even went out for a walk by myself. I felt hopeful. He didn’t say anything to the children today.,safe,25
He was in a good mood today and we had dinner together. I felt relieved.,safe,45
"He told me if I left, he would find me. I felt fearful.",immediate_danger,64
He was in a good mood today and we had dinner together. I felt relieved. My daughter stayed in her room most of the day.,safe,22
I locked myself in the bathroom after he yelled. I felt panicked. The kids seemed happy today.,immediate_danger,41
We talked about our plans and no arguments came up. I felt relieved.,safe,22
He said he’ll make sure I regret everything. I felt fearful.,immediate_danger,33
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,54
I locked myself in the bathroom after he yelled. I felt terrified.,immediate_danger,62
He screamed at me in front of the kids tonight. I felt terrified. He didn’t say anything to the children today.,immediate_danger,35
Today was peaceful. I even went out for a walk by myself. I felt calm. We played board games together after school.,safe,60
He was in a good mood today and we had dinner together. I felt hopeful. We played board games together after school.,safe,32
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,53
He raised his voice again but didn’t hit me. I felt tense.,at_risk,25
He was in a good mood today and we had dinner together. I felt relieved. My daughter stayed in her room most of the day.,safe,26
I feel like he’s getting more impatient lately. I felt tense.,at_risk,30
I slept through the night without waking up in panic. I felt calm.,safe,28
"He told me if I left, he would find me. I felt fearful.",immediate_danger,46
"He told me if I left, he would find me. I felt fearful. I tried to keep the children quiet.",immediate_danger,53
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,40
He screamed at me in front of the kids tonight. I felt fearful. The kids seemed happy today.,immediate_danger,38
He raised his voice again but didn’t hit me. I felt tense.,at_risk,19
He was in a good mood today and we had dinner together. I felt relieved.,safe,47
He punched the wall again. It’s not the first time. I felt worried.,at_risk,18
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,47
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,24
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried.,at_risk,29
"He told me if I left, he would find me. I felt terrified.",immediate_danger,60
He raised his voice again but didn’t hit me. I felt anxious.,at_risk,49
He threw my phone against the wall today. I felt fearful.,immediate_danger,35
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,32
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,53
He was in a good mood today and we had dinner together. I felt relieved.,safe,56
"He told me if I left, he would find me. I felt terrified. I tried to keep the children quiet.",immediate_danger,33
He punched the wall again. It’s not the first time. I felt worried.,at_risk,51
He raised his voice again but didn’t hit me. I felt tense. He didn’t say anything to the children today.,at_risk,23
I heard him walking around the house with something heavy. I felt terrified. My daughter stayed in her room most of the day.,immediate_danger,58
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. He didn’t say anything to the children today.,at_risk,51
I feel like he’s getting more impatient lately. I felt tense. The kids are starting to ask questions.,at_risk,27
I heard him walking around the house with something heavy. I felt panicked. The kids seemed happy today.,immediate_danger,65
He was in a good mood today and we had dinner together. I felt calm.,safe,28
I feel like he’s getting more impatient lately. I felt worried.,at_risk,36
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,64
He said he’ll make sure I regret everything. I felt panicked.,immediate_danger,51
He was in a good mood today and we had dinner together. I felt hopeful.,safe,18
He keeps checking where I go. I feel watched. I felt worried.,at_risk,24
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,63
We talked about our plans and no arguments came up. I felt relieved.,safe,51
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,25
He threw my phone against the wall today. I felt panicked. The kids seemed happy today.,immediate_danger,20
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,64
I slept through the night without waking up in panic. I felt relieved.,safe,58
"He told me if I left, he would find me. I felt panicked. He didn’t say anything to the children today.",immediate_danger,47
I slept through the night without waking up in panic. I felt calm. He didn’t say anything to the children today.,safe,48
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,37
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,31
I slept through the night without waking up in panic. I felt calm.,safe,63
He raised his voice again but didn’t hit me. I felt worried.,at_risk,28
He said he’ll make sure I regret everything. I felt panicked.,immediate_danger,55
I locked myself in the bathroom after he yelled. I felt fearful.,immediate_danger,24
I heard him walking around the house with something heavy. I felt panicked. I tried to keep the children quiet.,immediate_danger,39
"He told me if I left, he would find me. I felt panicked. I tried to keep the children quiet.",immediate_danger,50
He was in a good mood today and we had dinner together. I felt relieved.,safe,62
He raised his voice again but didn’t hit me. I felt tense. We played board games together after school.,at_risk,30
He threw my phone against the wall today. I felt panicked. I tried to keep the children quiet.,immediate_danger,36
It was a calm evening. Nothing alarming happened. I felt relieved. I cooked dinner while they did homework.,safe,21
I heard him walking around the house with something heavy. I felt fearful.,immediate_danger,60
We talked about our plans and no arguments came up. I felt calm. My daughter stayed in her room most of the day.,safe,47
"He told me if I left, he would find me. I felt panicked.",immediate_danger,64
He grabbed my wrist when I tried to leave the room. I felt panicked. He didn’t say anything to the children today.,immediate_danger,37
We talked about our plans and no arguments came up. I felt hopeful.,safe,28
I slept through the night without waking up in panic. I felt calm. The kids seemed happy today.,safe,36
He was in a good mood today and we had dinner together. I felt relieved.,safe,61
He raised his voice again but didn’t hit me. I felt tense.,at_risk,28
He didn’t come home until late and wouldn’t talk. I felt anxious. We played board games together after school.,at_risk,61
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,34
He punched the wall again. It’s not the first time. I felt worried.,at_risk,36
I heard him walking around the house with something heavy. I felt fearful. We played board games together after school.,immediate_danger,60
He raised his voice again but didn’t hit me. I felt tense. My daughter stayed in her room most of the day.,at_risk,34
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,35
He was in a good mood today and we had dinner together. I felt hopeful.,safe,61
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,53
I feel like he’s getting more impatient lately. I felt worried. My daughter stayed in her room most of the day.,at_risk,31
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm. He didn’t say anything to the children today.,safe,24
He was in a good mood today and we had dinner together. I felt hopeful.,safe,65
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. My daughter stayed in her room most of the day.,at_risk,56
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,41
He keeps checking where I go. I feel watched. I felt tense.,at_risk,54
"He told me if I left, he would find me. I felt fearful. The kids seemed happy today.",immediate_danger,27
It was a calm evening. Nothing alarming happened. I felt relieved. I tried to keep the children quiet.,safe,51
I slept through the night without waking up in panic. I felt relieved. I tried to keep the children quiet.,safe,46
It was a calm evening. Nothing alarming happened. I felt relieved. I tried to keep the children quiet.,safe,52
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,44
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,55
He raised his voice again but didn’t hit me. I felt worried.,at_risk,34
I locked myself in the bathroom after he yelled. I felt panicked.,immediate_danger,31
We talked about our plans and no arguments came up. I felt hopeful.,safe,34
"He told me if I left, he would find me. I felt fearful.",immediate_danger,33
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,63
I feel like he’s getting more impatient lately. I felt worried.,at_risk,62
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,43
He said he’ll make sure I regret everything. I felt panicked. I cooked dinner while they did homework.,immediate_danger,43
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,39
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,20
I slept through the night without waking up in panic. I felt hopeful.,safe,57
He was in a good mood today and we had dinner together. I felt hopeful. I cooked dinner while they did homework.,safe,37
He threw my phone against the wall today. I felt panicked.,immediate_danger,21
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,18
He raised his voice again but didn’t hit me. I felt anxious. I cooked dinner while they did homework.,at_risk,37
He didn’t come home until late and wouldn’t talk. I felt worried. The kids are starting to ask questions.,at_risk,55
He was in a good mood today and we had dinner together. I felt hopeful.,safe,26
I heard him walking around the house with something heavy. I felt terrified. My daughter stayed in her room most of the day.,immediate_danger,25
It was a calm evening. Nothing alarming happened. I felt hopeful. The kids seemed happy today.,safe,62
He keeps checking where I go. I feel watched. I felt tense.,at_risk,39
He threw my phone against the wall today. I felt panicked.,immediate_danger,30
He keeps checking where I go. I feel watched. I felt worried.,at_risk,61
We talked about our plans and no arguments came up. I felt calm.,safe,42
He was in a good mood today and we had dinner together. I felt calm. The kids seemed happy today.,safe,32
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,61
He punched the wall again. It’s not the first time. I felt anxious. We played board games together after school.,at_risk,37
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,62
We talked about our plans and no arguments came up. I felt calm.,safe,60
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,50
He said good morning and that felt comforting. I felt calm.,safe,33
He grabbed my wrist when I tried to leave the room. I felt panicked. The kids seemed happy today.,immediate_danger,24
I heard him walking around the house with something heavy. I felt fearful.,immediate_danger,65
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,56
"He told me if I left, he would find me. I felt fearful. The kids are starting to ask questions.",immediate_danger,42
He punched the wall again. It’s not the first time. I felt tense.,at_risk,60
He was in a good mood today and we had dinner together. I felt hopeful.,safe,57
Today was peaceful. I even went out for a walk by myself. I felt calm. I tried to keep the children quiet.,safe,59
"He told me if I left, he would find me. I felt fearful.",immediate_danger,36
He was in a good mood today and we had dinner together. I felt calm.,safe,57
Today was peaceful. I even went out for a walk by myself. I felt calm. I cooked dinner while they did homework.,safe,54
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,65
He said good morning and that felt comforting. I felt hopeful.,safe,63
He raised his voice again but didn’t hit me. I felt tense.,at_risk,42
I slept through the night without waking up in panic. I felt relieved. I tried to keep the children quiet.,safe,56
He said he’ll make sure I regret everything. I felt panicked.,immediate_danger,26
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,29
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,47
He said he’ll make sure I regret everything. I felt fearful.,immediate_danger,40
I slept through the night without waking up in panic. I felt relieved.,safe,58
I slept through the night without waking up in panic. I felt relieved.,safe,37
He raised his voice again but didn’t hit me. I felt worried. I tried to keep the children quiet.,at_risk,63
We talked about our plans and no arguments came up. I felt calm. I tried to keep the children quiet.,safe,54
I feel like he’s getting more impatient lately. I felt worried. We played board games together after school.,at_risk,34
I locked myself in the bathroom after he yelled. I felt fearful. I tried to keep the children quiet.,immediate_danger,63
I heard him walking around the house with something heavy. I felt fearful.,immediate_danger,42
I try not to upset him but I never know what will trigger him. I felt tense. He didn’t say anything to the children today.,at_risk,37
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,62
I feel like he’s getting more impatient lately. I felt worried.,at_risk,20
I slept through the night without waking up in panic. I felt calm.,safe,46
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,27
He raised his voice again but didn’t hit me. I felt tense.,at_risk,39
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,55
He punched the wall again. It’s not the first time. I felt tense.,at_risk,35
He didn’t come home until late and wouldn’t talk. I felt tense.,at_risk,20
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,58
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense. He didn’t say anything to the children today.,at_risk,20
He said good morning and that felt comforting. I felt calm.,safe,33
We talked about our plans and no arguments came up. I felt hopeful.,safe,62
He was in a good mood today and we had dinner together. I felt relieved.,safe,33
He threw my phone against the wall today. I felt terrified.,immediate_danger,30
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,41
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,55
He punched the wall again. It’s not the first time. I felt tense.,at_risk,49
He said good morning and that felt comforting. I felt calm.,safe,48
He said good morning and that felt comforting. I felt calm. The kids seemed happy today.,safe,19
He punched the wall again. It’s not the first time. I felt worried.,at_risk,51
He was in a good mood today and we had dinner together. I felt hopeful. He didn’t say anything to the children today.,safe,58
He was in a good mood today and we had dinner together. I felt relieved.,safe,47
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,36
Sometimes I pretend to sleep so I don't have to talk to him. I felt anxious.,at_risk,38
He threw my phone against the wall today. I felt panicked.,immediate_danger,56
He threw my phone against the wall today. I felt terrified. We played board games together after school.,immediate_danger,30
Today was peaceful. I even went out for a walk by myself. I felt calm.,safe,52
I slept through the night without waking up in panic. I felt relieved.,safe,21
I feel like he’s getting more impatient lately. I felt anxious. I cooked dinner while they did homework.,at_risk,28
I try not to upset him but I never know what will trigger him. I felt anxious. He didn’t say anything to the children today.,at_risk,57
We talked about our plans and no arguments came up. I felt hopeful.,safe,25
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,62
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,28
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,65
I feel like he’s getting more impatient lately. I felt worried.,at_risk,58
He threw my phone against the wall today. I felt fearful.,immediate_danger,25
Today was peaceful. I even went out for a walk by myself. I felt calm. The kids seemed happy today.,safe,57
I try not to upset him but I never know what will trigger him. I felt anxious.,at_risk,19
He raised his voice again but didn’t hit me. I felt tense.,at_risk,19
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,57
He said good morning and that felt comforting. I felt relieved.,safe,23
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. I tried to keep the children quiet.,at_risk,58
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,38
He screamed at me in front of the kids tonight. I felt panicked. I tried to keep the children quiet.,immediate_danger,50
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,55
We talked about our plans and no arguments came up. I felt hopeful.,safe,55
He said good morning and that felt comforting. I felt hopeful.,safe,65
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,37
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,33
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,25
I slept through the night without waking up in panic. I felt calm.,safe,56
He punched the wall again. It’s not the first time. I felt anxious. I cooked dinner while they did homework.,at_risk,46
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,29
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm. The kids seemed happy today.,safe,26
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,37
"He told me if I left, he would find me. I felt panicked. We played board games together after school.",immediate_danger,43
Today we didn’t fight. It was a calm day and I’m thankful. I felt hopeful.,safe,31
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,30
He keeps checking where I go. I feel watched. I felt worried.,at_risk,33
I feel like he’s getting more impatient lately. I felt worried.,at_risk,64
He was in a good mood today and we had dinner together. I felt calm.,safe,34
He said he’ll make sure I regret everything. I felt fearful. The kids seemed happy today.,immediate_danger,42
He was in a good mood today and we had dinner together. I felt hopeful.,safe,52
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,50
He raised his voice again but didn’t hit me. I felt anxious.,at_risk,30
He grabbed my wrist when I tried to leave the room. I felt panicked. I tried to keep the children quiet.,immediate_danger,54
I heard him walking around the house with something heavy. I felt fearful.,immediate_danger,62
He said good morning and that felt comforting. I felt hopeful.,safe,45
He said good morning and that felt comforting. I felt calm.,safe,33
He punched the wall again. It’s not the first time. I felt tense.,at_risk,58
He threw my phone against the wall today. I felt panicked.,immediate_danger,39
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,36
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,30
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,58
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,33
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,62
He said good morning and that felt comforting. I felt calm.,safe,21
He didn’t come home until late and wouldn’t talk. I felt worried. We played board games together after school.,at_risk,53
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,36
"He told me if I left, he would find me. I felt panicked.",immediate_danger,38
He punched the wall again. It’s not the first time. I felt anxious. I tried to keep the children quiet.,at_risk,63
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved.,safe,25
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,46
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,33
Today we didn’t fight. It was a calm day and I’m thankful. I felt hopeful.,safe,21
We talked about our plans and no arguments came up. I felt relieved.,safe,61
He threw my phone against the wall today. I felt terrified.,immediate_danger,43
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried.,at_risk,29
Sometimes I pretend to sleep so I don't have to talk to him. I felt anxious.,at_risk,61
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,41
We talked about our plans and no arguments came up. I felt calm. He didn’t say anything to the children today.,safe,49
I feel like he’s getting more impatient lately. I felt worried.,at_risk,25
"He told me if I left, he would find me. I felt fearful.",immediate_danger,37
He threw my phone against the wall today. I felt terrified.,immediate_danger,63
He raised his voice again but didn’t hit me. I felt tense.,at_risk,19
It was a calm evening. Nothing alarming happened. I felt relieved.,safe,58
I slept through the night without waking up in panic. I felt hopeful.,safe,50
He said good morning and that felt comforting. I felt calm.,safe,50
He said good morning and that felt comforting. I felt calm.,safe,28
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,53
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,58
He grabbed my wrist when I tried to leave the room. I felt terrified.,immediate_danger,38
He raised his voice again but didn’t hit me. I felt worried.,at_risk,38
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,56
We talked about our plans and no arguments came up. I felt calm. We played board games together after school.,safe,36
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. The kids are starting to ask questions.,at_risk,25
He threw my phone against the wall today. I felt fearful.,immediate_danger,64
It was a calm evening. Nothing alarming happened. I felt hopeful.,safe,28
He said good morning and that felt comforting. I felt calm.,safe,61
He screamed at me in front of the kids tonight. I felt terrified.,immediate_danger,39
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,48
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,52
He said he’ll make sure I regret everything. I felt fearful.,immediate_danger,48
He keeps checking where I go. I feel watched. I felt worried.,at_risk,33
"He told me if I left, he would find me. I felt terrified. The kids are starting to ask questions.",immediate_danger,32
I feel like he’s getting more impatient lately. I felt worried. The kids seemed happy today.,at_risk,37
I heard him walking around the house with something heavy. I felt terrified.,immediate_danger,18
He punched the wall again. It’s not the first time. I felt worried.,at_risk,62
He was in a good mood today and we had dinner together. I felt calm.,safe,64
He said good morning and that felt comforting. I felt hopeful.,safe,36
He said he’ll make sure I regret everything. I felt terrified. My daughter stayed in her room most of the day.,immediate_danger,19
I slept through the night without waking up in panic. I felt calm.,safe,20
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,60
He said good morning and that felt comforting. I felt calm.,safe,55
He was in a good mood today and we had dinner together. I felt hopeful.,safe,28
I feel like he’s getting more impatient lately. I felt worried. He didn’t say anything to the children today.,at_risk,52
He threw my phone against the wall today. I felt fearful.,immediate_danger,58
I locked myself in the bathroom after he yelled. I felt terrified.,immediate_danger,24
"He told me if I left, he would find me. I felt fearful.",immediate_danger,44
It was a calm evening. Nothing alarming happened. I felt hopeful. I tried to keep the children quiet.,safe,62
He grabbed my wrist when I tried to leave the room. I felt fearful. The kids seemed happy today.,immediate_danger,61
"He told me if I left, he would find me. I felt panicked.",immediate_danger,45
He punched the wall again. It’s not the first time. I felt anxious.,at_risk,41
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,55
We talked about our plans and no arguments came up. I felt relieved.,safe,53
I heard him walking around the house with something heavy. I felt fearful. My daughter stayed in her room most of the day.,immediate_danger,23
He screamed at me in front of the kids tonight. I felt fearful.,immediate_danger,55
He keeps checking where I go. I feel watched. I felt tense. The kids seemed happy today.,at_risk,50
He keeps checking where I go. I feel watched. I felt tense.,at_risk,26
He keeps checking where I go. I feel watched. I felt worried.,at_risk,42
I locked myself in the bathroom after he yelled. I felt panicked.,immediate_danger,30
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,64
I feel like he’s getting more impatient lately. I felt worried. He didn’t say anything to the children today.,at_risk,22
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense.,at_risk,42
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,50
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,27
He grabbed my wrist when I tried to leave the room. I felt fearful.,immediate_danger,65
He screamed at me in front of the kids tonight. I felt panicked.,immediate_danger,45
He didn’t come home until late and wouldn’t talk. I felt worried.,at_risk,46
We talked about our plans and no arguments came up. I felt calm.,safe,55
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried. My daughter stayed in her room most of the day.,at_risk,56
He said he’ll make sure I regret everything. I felt terrified.,immediate_danger,20
He keeps checking where I go. I feel watched. I felt worried.,at_risk,29
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,48
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,19
He keeps checking where I go. I feel watched. I felt tense.,at_risk,63
Today was peaceful. I even went out for a walk by myself. I felt relieved. I tried to keep the children quiet.,safe,36
He was in a good mood today and we had dinner together. I felt calm.,safe,37
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,38
He raised his voice again but didn’t hit me. I felt tense.,at_risk,37
Sometimes I pretend to sleep so I don't have to talk to him. I felt worried.,at_risk,45
I feel like he’s getting more impatient lately. I felt worried.,at_risk,48
I slept through the night without waking up in panic. I felt relieved.,safe,53
I heard him walking around the house with something heavy. I felt terrified. The kids seemed happy today.,immediate_danger,30
He didn’t come home until late and wouldn’t talk. I felt tense. He didn’t say anything to the children today.,at_risk,31
I try not to upset him but I never know what will trigger him. I felt anxious. He didn’t say anything to the children today.,at_risk,54
He punched the wall again. It’s not the first time. I felt worried.,at_risk,59
He threw my phone against the wall today. I felt panicked.,immediate_danger,36
I slept through the night without waking up in panic. I felt calm.,safe,28
He said he’ll make sure I regret everything. I felt fearful.,immediate_danger,19
He threw my phone against the wall today. I felt terrified.,immediate_danger,47
We talked about our plans and no arguments came up. I felt calm.,safe,57
I locked myself in the bathroom after he yelled. I felt fearful.,immediate_danger,21
He grabbed my wrist when I tried to leave the room. I felt panicked.,immediate_danger,42
We talked about our plans and no arguments came up. I felt calm.,safe,50
I locked myself in the bathroom after he yelled. I felt fearful. I cooked dinner while they did homework.,immediate_danger,51
He screamed at me in front of the kids tonight. I felt fearful. My daughter stayed in her room most of the day.,immediate_danger,23
He keeps checking where I go. I feel watched. I felt anxious.,at_risk,31
I locked myself in the bathroom after he yelled. I felt panicked.,immediate_danger,65
Today was peaceful. I even went out for a walk by myself. I felt relieved.,safe,20
He screamed at me in front of the kids tonight. I felt terrified. I cooked dinner while they did homework.,immediate_danger,36
He said good morning and that felt comforting. I felt calm.,safe,60
We talked about our plans and no arguments came up. I felt relieved. I cooked dinner while they did homework.,safe,20
He punched the wall again. It’s not the first time. I felt tense.,at_risk,44
We talked about our plans and no arguments came up. I felt relieved.,safe,25
He threw my phone against the wall today. I felt fearful.,immediate_danger,45
He didn’t come home until late and wouldn’t talk. I felt tense.,at_risk,47
I try not to upset him but I never know what will trigger him. I felt anxious. We played board games together after school.,at_risk,20
I heard him walking around the house with something heavy. I felt panicked.,immediate_danger,47
He said good morning and that felt comforting. I felt calm.,safe,49
I feel like he’s getting more impatient lately. I felt tense.,at_risk,35
He punched the wall again. It’s not the first time. I felt tense.,at_risk,34
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm. I cooked dinner while they did homework.,safe,34
He raised his voice again but didn’t hit me. I felt tense.,at_risk,37
He said good morning and that felt comforting. I felt calm. The kids seemed happy today.,safe,26
He said good morning and that felt comforting. I felt calm. My daughter stayed in her room most of the day.,safe,57
He raised his voice again but didn’t hit me. I felt tense. We played board games together after school.,at_risk,23
It was a calm evening. Nothing alarming happened. I felt calm.,safe,44
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,52
I try not to upset him but I never know what will trigger him. I felt tense.,at_risk,31
He threw my phone against the wall today. I felt terrified.,immediate_danger,23
He said good morning and that felt comforting. I felt relieved. My daughter stayed in her room most of the day.,safe,39
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,19
I try not to upset him but I never know what will trigger him. I felt worried.,at_risk,39
I feel like he’s getting more impatient lately. I felt anxious.,at_risk,45
He grabbed my wrist when I tried to leave the room. I felt terrified. My daughter stayed in her room most of the day.,immediate_danger,54
Today we didn’t fight. It was a calm day and I’m thankful. I felt hopeful.,safe,25
"He told me if I left, he would find me. I felt fearful.",immediate_danger,27
He didn’t come home until late and wouldn’t talk. I felt tense.,at_risk,45
He was in a good mood today and we had dinner together. I felt hopeful.,safe,45
We talked about our plans and no arguments came up. I felt hopeful.,safe,41
He raised his voice again but didn’t hit me. I felt worried.,at_risk,61
He didn’t come home until late and wouldn’t talk. I felt anxious.,at_risk,41
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense. We played board games together after school.,at_risk,60
I feel like he’s getting more impatient lately. I felt worried.,at_risk,33
I feel like he’s getting more impatient lately. I felt anxious. The kids are starting to ask questions.,at_risk,46
"He told me if I left, he would find me. I felt panicked.",immediate_danger,44
Today we didn’t fight. It was a calm day and I’m thankful. I felt hopeful.,safe,28
We talked about our plans and no arguments came up. I felt hopeful. The kids seemed happy today.,safe,25
I try not to upset him but I never know what will trigger him. I felt anxious. The kids are starting to ask questions.,at_risk,25
I feel like he’s getting more impatient lately. I felt tense.,at_risk,19
He threw my phone against the wall today. I felt panicked.,immediate_danger,27
We talked about our plans and no arguments came up. I felt relieved.,safe,38
He grabbed my wrist when I tried to leave the room. I felt terrified. I cooked dinner while they did homework.,immediate_danger,35
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense. My daughter stayed in her room most of the day.,at_risk,41
I locked myself in the bathroom after he yelled. I felt terrified.,immediate_danger,24
He grabbed my wrist when I tried to leave the room. I felt panicked. We played board games together after school.,immediate_danger,49
I feel like he’s getting more impatient lately. I felt worried.,at_risk,37
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,31
Today was peaceful. I even went out for a walk by myself. I felt hopeful.,safe,55
Today we didn’t fight. It was a calm day and I’m thankful. I felt relieved. I cooked dinner while they did homework.,safe,57
He screamed at me in front of the kids tonight. I felt fearful.,immediate_danger,31
He threw my phone against the wall today. I felt terrified.,immediate_danger,41
He screamed at me in front of the kids tonight. I felt terrified. We played board games together after school.,immediate_danger,36
Sometimes I pretend to sleep so I don't have to talk to him. I felt tense. I cooked dinner while they did homework.,at_risk,37
I locked myself in the bathroom after he yelled. I felt fearful. I tried to keep the children quiet.,immediate_danger,46
Today we didn’t fight. It was a calm day and I’m thankful. I felt calm.,safe,25
He was in a good mood today and we had dinner together. I felt calm. We played board games together after school.,safe,52
I locked myself in the bathroom after he yelled. I felt terrified. I tried to keep the children quiet.,immediate_danger,51
We talked about our plans and no arguments came up. I felt hopeful.,safe,48
